item>>brand,item>>categories,item>>color,item>>description,item>>image,item>>instock,item>>price,item>>rating,item>>seller,item>>sku,item>>title,item>>total_reviews,item>>url
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Чёрный,"Цвет: Чёрный
Стиль: Повседневный
Принт: буква
Принт: Сердечко
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип Застежки: пуловеры
Тип фигуры: оверсайз
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 65% Хлопок
ингредиент: 35% Полиэстер
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/12/10/1639107542052fcbc409f81a3ad29d56bdaffc786e_thumbnail_405x552.jpg,yes,520,4.69,SHEIN,6397687,DAZY Футболка с принтом сердечка и буквы,42,https://ru.shein.com/DAZY-Heart-Letter-Graphic-Drop-Shoulder-Tee-p-6397687-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Белый,"Цвет: Белый
Стиль: Повседневный
Принт: буква
Принт: графический принт
Воротник: Круглый воротник
Длина рукава: Половинный рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип фигуры: оверсайз
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/06/01/165407188588744bd92a4c1857f3ea1a236a7414ef_thumbnail_405x552.jpg,yes,1010,,SHEIN,10733320,DAZY Футболка оверсайз с текстовым и графическим принтом со спущенным плечом,,https://ru.shein.com/DAZY-Letter-Graphic-Drop-Shoulder-Oversized-Tee-p-10733320-cat-1738.html
SHEIN," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Мятно-зеленый,"Цвет: Мятно-зеленый
Стиль: Повседневный
Принт: Одноцветный
Воротник: U-образный воротник
Длина рукава: Длинный рукав
детали: Волнистый край
детали: трикотажный
детали: Пуговица
Тип рукава: Обычный рукав
Длина: Короткий
Тип Застежки: Планка
Тип фигуры: Облегающий
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 93% Хлопок
ингредиент: 7% спандекс
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2020/08/19/159780543889b98b982942a1672e2220fbf23489db_thumbnail_405x552.jpg,yes,680,4.84,SHEIN,1484524,SHEIN Топ с пуговицами,10000,https://ru.shein.com/SHEIN-Button-Up-Lettuce-Edge-Top-p-1484524-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Бежевые,"Цвет: Бежевые
Стиль: Повседневный
Принт: буква
Воротник: Круглый воротник
Длина рукава: Половинный рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 65% Хлопок
ингредиент: 35% Полиэстер
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/11/24/1637736593f02c269819f2f3148117dcf331562506_thumbnail_405x552.jpg,yes,800,4.93,SHEIN,6087042,DAZY буква Повседневный Женские футболки,3118,https://ru.shein.com/DAZY-Mountain-And-Letter-Graphic-Drop-Shoulder-Tee-p-6087042-cat-1738.html
," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Белый,"Цвет: Белый
Стиль: Повседневный
Принт: Бабочка
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Обычный рукав
Длина: Короткий
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 50% Хлопок
ингредиент: 43% Полиэстер
ингредиент: 7% Спандекс
Инструкция по уходу: Машинная стирка, не подвергайте химчистке
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/02/07/164420102828df26f554bb82c069afee78434366e5_thumbnail_405x552.jpg,yes,470,4.89,SHEIN,9290737,Футболка с бабочкой & с принтом огня,305,https://ru.shein.com/Butterfly-Fire-Print-Tee-p-9290737-cat-1738.html
ROMWE," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Aбрикосовый,"Цвет: Aбрикосовый
Стиль: Повседневный
Принт: Объект
Принт: Мультяшный принт
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка, не подвергайте химчистке
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/12/22/16401526202a6f83373b582ca772955a4b69990a05_thumbnail_405x552.jpg,yes,980,4.95,SHEIN,9276037,ROMWE X Ilustrata Футболка оверсайз с принтом фигуры,1202,https://ru.shein.com/ROMWE-X-Ilustrata-Figure-Cartoon-Graphic-Oversized-Tee-p-9276037-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Чёрный,"Цвет: Чёрный
Стиль: Повседневный
Принт: Лозунг
Воротник: Круглый воротник
Длина рукава: Длинный рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип Застежки: пуловеры
Тип фигуры: оверсайз
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 63% Хлопок
ингредиент: 37% Полиэстер
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/12/11/1639186858d6094744ddb24d551551aa15df48cd4e_thumbnail_405x552.jpg,yes,1170,4.88,SHEIN,7834872,DAZY Футболка с текстовым принтом,799,https://ru.shein.com/DAZY-Slogan-Graphic-Drop-Shoulder-Tee-p-7834872-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Белый,"Цвет: Белый
Стиль: Повседневный
Принт: буква
Принт: Тропический
Воротник: Круглый воротник
Длина рукава: Короткий рукав
детали: Контрастная отделка
Тип рукава: Обычный рукав
Длина: Обычные
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/06/01/16540738123d5a9f45ab5188d243906eb3df8b775a_thumbnail_405x552.jpg,yes,740,,SHEIN,10733117,DAZY Футболка с буквой & с принтом пальмы,,https://ru.shein.com/DAZY-Letter-Palm-Tree-Print-Contrast-Binding-Tee-p-10733117-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Чёрный,"Цвет: Чёрный
Стиль: Повседневный
Принт: буква
Воротник: Круглый воротник
Длина рукава: Длинный рукав
детали: на пуговицах
Тип рукава: Обычный рукав
Длина: Обычные
Тип Застежки: Планка
Тип фигуры: Обычный
Ткань: Среднее Растяжение
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/08/26/1629945090143ee0c0772a54e7f5c9619d3abefd3f_thumbnail_405x552.jpg,yes,1190,4.88,SHEIN,3271645,DAZY на пуговицах буква Повседневный Женские топы,1564,https://ru.shein.com/DAZY-Letter-Graphic-Button-Up-Crop-Top-p-3271645-cat-1738.html
ROMWE," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Многоцветный,"Цвет: Многоцветный
Стиль: Повседневный
Принт: буква
Принт: тай дай
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/03/07/16466450562831ecbd8842706fb77681405fb96390_thumbnail_405x552.jpg,yes,840,4.91,SHEIN,10059039,ROMWE Punk Rock Футболка с принтом тай-дай с текстовым принтом,77,https://ru.shein.com/ROMWE-Punk-Rock-Tie-Dye-Letter-Graphic-Tee-p-10059039-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Белый,"Цвет: Белый
Стиль: Повседневный
Принт: Объект
Воротник: Круглый воротник
Длина рукава: Длинный рукав
Тип рукава: Спущенный рукав
Длина: Обычные
Тип Застежки: пуловеры
Тип фигуры: оверсайз
Ткань: Неэластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/11/24/1637736640b6625113274cadff91005156c84bcdd3_thumbnail_405x552.jpg,yes,1000,4.89,SHEIN,6719822,DAZY Футболка с оригинальным принтом,2444,https://ru.shein.com/DAZY-Slogan-And-Figure-Graphic-Drop-Shoulder-Tee-p-6719822-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Серый,"Цвет: Серый
Стиль: Повседневный
Принт: Животный
Принт: Лозунг
Воротник: Круглый воротник
Длина рукава: Половинный рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип Застежки: пуловеры
Тип фигуры: оверсайз
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 65% Хлопок
ингредиент: 35% Полиэстер
Инструкция по уходу: Ручная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/01/06/16414319635b437833d5439d14ae97f311cb6d6b21_thumbnail_405x552.jpg,yes,1000,4.81,SHEIN,8585437,DAZY Футболка коала & с текстовым принтом,475,https://ru.shein.com/DAZY-Koala-Letter-Graphic-Drop-Shoulder-Tee-p-8585437-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Серый,"Цвет: Серый
Стиль: Повседневный
Принт: Лозунг
Воротник: Круглый воротник
Длина рукава: Длинный рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип Застежки: пуловеры
Тип фигуры: оверсайз
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка, не подвергайте химчистке
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/12/03/163851202081b9f1813685a270d663b614a00671da_thumbnail_405x552.jpg,yes,1240,4.93,SHEIN,6811422,DAZY 1шт Футболка оверсайз с текстовым принтом,421,https://ru.shein.com/DAZY-1pc-Letter-Graphic-Drop-Shoulder-Oversized-Tee-p-6811422-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Серый,"Цвет: Серый
Стиль: Повседневный
Принт: буква
Принт: графический принт
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип фигуры: оверсайз
Ткань: Неэластичный
Материал: Хлопок
ингредиент: 63% Хлопок
ингредиент: 37% Полиэстер
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/06/01/1654071831e20b7409171c8bf5ed87679dc5403e4d_thumbnail_405x552.jpg,yes,900,,SHEIN,10733112,DAZY Футболка оверсайз с принтом буквы и горы со спущенным плечом,,https://ru.shein.com/DAZY-Letter-Mountain-Print-Drop-Shoulder-Oversized-Tee-p-10733112-cat-1738.html
ROMWE," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Чёрный,"Цвет: Чёрный
Стиль: Повседневный
Принт: Хэллоуин
Принт: Лозунг
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Обычный рукав
Длина: Обычные
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка, не подвергайте химчистке
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/01/20/164264753141b6bda8fa7ec10874ed3ad0da3305ba_thumbnail_405x552.jpg,yes,760,4.89,SHEIN,9762390,ROMWE X Nomouthh Футболка с оригинальным принтом,35,https://ru.shein.com/ROMWE-X-Nomouthh-Skull-Slogan-Graphic-Tee-p-9762390-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Серый,"Цвет: Серый
Стиль: Повседневный
Принт: буква
Принт: графический принт
Воротник: Круглый воротник
Длина рукава: Длинный рукав
Тип рукава: Обычный рукав
Длина: Короткий
Тип Застежки: пуловеры
Тип фигуры: Облегающий
Ткань: Среднее Растяжение
Материал: Хлопок
ингредиент: 94.6% Хлопок
ингредиент: 5.4% спандекс
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/02/09/1644398787506f155bc3d973c1031543c4e5bf66bd_thumbnail_405x552.jpg,yes,730,4.95,SHEIN,9778419,DAZY Футболка с текстовым и графическим принтом,185,https://ru.shein.com/DAZY-Letter-Graphic-Stitch-Trim-Tee-p-9778419-cat-1738.html
SHEIN," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Белый,"Цвет: Белый
Стиль: Повседневный
Принт: Одноцветный
Воротник: U-образный воротник
Длина рукава: Длинный рукав
детали: Контрастные кружева
детали: трикотажный
детали: С бантм перед
Тип рукава: Обычный рукав
Длина: Короткий
Тип Застежки: пуловеры
Тип фигуры: Облегающий
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 93% Хлопок
ингредиент: 7% спандекс
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2020/07/22/1595393146f587ac0a9787aeb3ef2cc2b5f120ffdc_thumbnail_405x552.jpg,yes,680,4.86,SHEIN,1423110,SHEIN Трикотажный топ с бантом и кружевной отделкой,10000,https://ru.shein.com/SHEIN-Lace-Trim-Bow-Front-Rib-knit-Top-p-1423110-cat-1738.html
SHEIN," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Белый,"Цвет: Белый
Стиль: Повседневный
Принт: Контрастный цвет
Воротник: Круглый воротник
Длина рукава: Короткий рукав
детали: трикотажный
Тип рукава: Рукав-реглан
Длина: Короткий
Тип Застежки: пуловеры
Тип фигуры: Облегающий
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 94% Хлопок
ингредиент: 6% спандекс
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/01/21/1611197213ac5565e9c10cc75e353e2d72da2c2c5c_thumbnail_405x552.jpg,yes,480,4.85,SHEIN,2135529,SHEIN Контрастная короткая футболка,10000,https://ru.shein.com/SHEIN-Colorblock-Raglan-Sleeve-Crop-Tee-p-2135529-cat-1738.html
ROMWE," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Белый,"Цвет: Белый
Стиль: Повседневный
Принт: Одноцветный
Воротник: Воротник с замочной скважиной
Длина рукава: Короткий рукав
детали: с разрезом
детали: трикотажный
Тип рукава: Обычный рукав
Длина: Короткий
Тип Застежки: пуловеры
Тип фигуры: Облегающий
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 65% Хлопок
ингредиент: 35% Полиэстер
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/02/10/164447362188d0757834d684c4d2cda910a0f0eca4_thumbnail_405x552.jpg,yes,680,4.91,SHEIN,9828334,ROMWE Fairy Grunge Футболка с разрезом,54,https://ru.shein.com/ROMWE-Fairy-Grunge-Cut-Out-Stitching-Trim-Tee-p-9828334-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Серый,"Цвет: Серый
Стиль: Повседневный
Принт: Лозунг
Воротник: Круглый воротник
Длина рукава: Половинный рукав
Тип рукава: Спущенный рукав
Длина: Обычные
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/06/01/1654071907485a058686cc5a9f7c6fc978df3f05ed_thumbnail_405x552.jpg,yes,880,,SHEIN,10732842,DAZY Футболка гитара & с текстовым принтом,,https://ru.shein.com/DAZY-Guitar-Slogan-Graphic-Drop-Shoulder-Tee-p-10732842-cat-1738.html
SHEIN," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Белый,"Цвет: Белый
Стиль: Элегантный
Принт: Одноцветный
Воротник: Воротник-стойка
Длина рукава: Длинный рукав
детали: Волнистый край
детали: трикотажный
Тип рукава: Рукав-волан
Длина: Короткий
Тип Застежки: пуловеры
Тип фигуры: Облегающий
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 93% Хлопок
ингредиент: 7% спандекс
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2020/10/24/1603517878ecaf0d8ff86abdb2245ee75fcf7c0075_thumbnail_405x552.jpg,yes,730,4.86,SHEIN,1723188,SHEIN Футболка с оригинальным рукавом,10000,https://ru.shein.com/SHEIN-Lettuce-Trim-Flounce-Sleeve-Tee-p-1723188-cat-1738.html
," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Чёрный,"Цвет: Чёрный
Стиль: Повседневный
Принт: Одноцветный
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Обычный рукав
Длина: Короткий
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 65% Хлопок
ингредиент: 35% Полиэстер
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/05/20/16214832148b3f218f1117e69eb25dea1dee8cbb52_thumbnail_405x552.jpg,yes,520,4.92,SHEIN,2732361,Футболка с круглым воротником,10000,https://ru.shein.com/Solid-Round-Neck-Tee-p-2732361-cat-1738.html
ROMWE," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Чёрный,"Цвет: Чёрный
Стиль: Повседневный
Принт: буква
Принт: Мультяшный принт
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Обычный рукав
Длина: Обычные
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка, не подвергайте химчистке
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/02/07/164421654828302f9322d7927d04fbd88897a98639_thumbnail_405x552.jpg,yes,760,4.88,SHEIN,9780035,ROMWE X Ilustrata Футболка с мультипликационным и текстовым принтом,205,https://ru.shein.com/ROMWE-X-Ilustrata-Cartoon-Letter-Graphic-Tee-p-9780035-cat-1738.html
